번호,지역1(시도),지역2(시군구),업종,호텔명(등록명칭),관광사업자명(법인명 or 개인명),영업상태(19.12.31기준),주소(도로명주소)
225,경상북도,영덕군,관광호텔,동해해상관광호텔,박순우,영업중,경상북도 영덕군 강구면 삼사길 108-10
226,경상북도,영덕군,가족호텔,리베라호텔,정종선,영업중,경상북도 영덕군 강구면 해상공원길 115
227,경상북도 ,청도군,관광호텔,용암온천관광호텔,정한태,영업중,청도군 화양읍 온천길 23
228,경상북도,고령군,호스텔,대가야호스텔,고령군수,영업중,"경상북도 고령군 쌍림면 미숭로 225, 고령군 향토문화학교"
229,경상북도,성주군,관광호텔,㈜가야호텔,정규석,영업중,경상북도 성주군 수륜면 가야산식물원길 52
230,경상북도,칠곡군,관광호텔,센트로 관광호텔,김정근외 4명,영업중,칠곡군 왜관읍 중앙로 152-3
231,경상북도,봉화군,호스텔,춘양목호스텔,김용섭,영업중,춘양면 운곡1길 8-18
232,경상북도,울진군,관광호텔,㈜호텔덕구온천,강윤석,영업중,경북 울진군 북면 덕구온천로 924
233,경상북도,울진군,관광호텔,SE&B 백암관광호텔,정희영,영업중,경북 울진군 온정면 온천로 104
234,경상북도,울진군,관광호텔,울진그랜드호텔,신정호,영업중,경북 울진군 울진읍 현내항길 97
235,경상북도,울릉군,소형호텔,울릉도이사부호텔,제갈정덕 외 1명,영업중,경상북도 울릉군 울릉읍 도동1길 21-1
236,경상북도,울릉군,관광호텔,리조트라페루즈,최영근,영업중,경상북도 울릉군 울릉읍 중령길 129 -128
237,경상북도,울릉군,호스텔,울릉관광옥천호텔,이옥분,영업중,경상북도 울릉군 울릉읍 옥천길 148
238,경상북도,울릉군,가족호텔,울릉도패밀리호텔,유선규,영업중,경상북도 울릉군 울릉읍 도동2길 8-6
239,경상북도,울릉군,호스텔,우듬지 호스텔,이정옥,영업중,경상북도 울릉군 울릉읍 도동1길 25
240,경상북도,울릉군,호스텔,산호호텔,박승곤,영업중,경상북도 울릉군 울릉읍 도동3길 22
241,경상북도,울릉군,소형호텔,울릉관광호텔,이정열,영업중,경상북도 울릉군 울릉읍 사동2길 188
242,경상북도,울릉군,호스텔,신흥호텔,황말선,영업중,경상북도 울릉군 울릉읍 도동3길 19
243,경상북도,울릉군,관광호텔,비치온 관광호텔,조미금,영업중,경상북도 울릉군 울릉읍 울릉순환로 772(비치온호텔)
244,경상북도,울릉군,호스텔,풍경채호스텔,윤시영,영업중,경상북도 울릉군 울릉읍 저동4길 47
245,경상북도,울릉군,호스텔,늘푸름 호스텔,양병환,영업중,경상북도 울릉군 울릉읍 간령길 93-60
246,경상북도,울릉군,호스텔,상일 호스텔,유현국,영업중,경상북도 울릉군 울릉읍 울릉순환로 680
247,경상북도,울릉군,호스텔,위드U,이엄경 외 1명,영업중,"경상북도 울릉군 울릉읍 울릉순환로 219-3, 위드U"
248,경상북도,울릉군,호스텔,광장호스텔,유철선,영업중,경상북도 울릉군 서면 태하리691-41
249,경상북도,울릉군,호스텔,저동항호스텔,박기봉,영업중,경상북도 울릉군 울릉읍 울릉순환로 164-2
250,경상북도,울릉군,호스텔,울릉푸른나무호스텔,위정애,영업중,경상북도 울릉군 울릉읍 울릉순환로 527-5
251,광주,동구,관광호텔,신양파크호텔,㈜대양인투스,"휴업
(`20.4.27.~)",광주광역시 동구 지호로 214-7(지산동)
252,광주,동구,관광호텔,무등파크호텔,㈜나경인터내셔날,영업중,광주광역시 동구 지호로164번길 14-10(지산동)
253,광주,동구,관광호텔,ACC DESIGN호텔,(유)스타,영업중,광주광역시 동구 금남로 226-11(충장로2가)
254,광주,동구,관광호텔,벤틀리호텔,㈜벤틀리호텔,영업중,광주광역시 동구 서석로10번길 5(불로동)
255,광주,동구,호스텔,오아시타,배미경,영업중,광주광역시 동구 동명로20번길 20(동명동)
256,광주,서구,관광호텔,라마다플라자광주호텔,시카프관광개발주식회사,영업중,광주광역시 서구 상무자유로 149 (치평동)
257,광주,서구,관광호텔,홀리데이 인 광주 호텔,제이에이치관광개발(주),영업중,광주광역시 서구 상무누리로 55 (치평동)
258,광주,서구,관광호텔,(주)센트럴관광호텔,(주)월드원,영업중,광주광역시 서구 상무연하로 68 (치평동)
259,광주,서구,관광호텔,피렌체관광호텔㈜,피렌체관광호텔(주),영업중,광주광역시 서구 상무중앙로38번길 5-8 (치평동)
260,광주,서구,관광호텔,마스터스관광호텔,(주)청옥,영업중,광주광역시 서구 상무연하로 46 (치평동)
261,광주,서구,관광호텔,호텔프랑스,㈜호텔프랑스,영업중,광주광역시 서구 시청로20번길 21-6 (치평동)
262,광주,북구,관광호텔,광주관광호텔,정병희,영업중,광주광역시 북구 서하로183번길 56(오치동)
263,광주,광산구,관광호텔,MGM관광호텔,오미옥,영업중,광주광역시 광산구 무진대로212번길 13-33(우산동)
264,광주,광산구,관광호텔,엠파이어관광호텔,주식회사 엠파이어관광호텔,영업중,광주광역시 광산구 임방울대로800번길 25(월계동)
265,대구,중구,관광호텔,엘디스리젠트호텔,주)엘디스리젠트호텔,영업중,대구 중구 달구벌대로 2033 
266,대구,중구,관광호텔,토요코인 대구동성로,주)토요코인코리아,영업중,대구 중구 동성로1길 15 
267,대구,중구,관광호텔,노블스테이,주)노블스테이,영업중,대구 중구 국채보상로123길 23
268,대구,중구,관광호텔,리버틴호텔,이원호,영업중,대구 중구 경상감영길 193
269,대구,중구,관광호텔,노보텔 앰배서더 대구,티디에이치쓰리,휴업중,대구 중구 국채보상로 611
270,대구,중구,관광호텔,유니온관광호텔,주)유니온 관광,휴업중,대구 중구 태평로 117
271,대구,중구,호스텔,공감호스텔 동성로,주)공감씨즈,영업중,대구 중구 동성로12길 9
272,대구,중구,호스텔,대구미드타운 호스텔,양승욱,영업중,대구 중앙대로77길 47
273,대구,중구,호스텔,경's 호스텔,최은경,영업중,대구 중구 북성로4길 61
274,대구,동구,관광호텔,퀸벨호텔,박완,영업중,대구광역시 동구 동촌로 200 (방촌동)
275,대구,동구,관광호텔,팔공산온천관광호텔,이선기,영업중,"대구광역시 동구 팔공산로185길 11 (용수동, 팔공산온천관광호텔)"
276,대구,동구,관광호텔,팔공에밀리아호텔(Palgong Emillia Hotel),김종헌,영업중,"대구광역시 동구 팔공산로 1121 (용수동, 팔공에밀리아호텔)"
277,대구,동구,관광호텔,뷰티크호텔인스타,윤현빈,영업중,대구광역시 동구 율암로 164 (상매동)
278,대구,동구,관광호텔,아마레호텔,김순옥,영업중,"대구광역시 동구 율암로 156-15, 아마레 호텔 (상매동)"
279,대구,동구,관광호텔,앙코르호텔,신현관,영업중,대구광역시 동구 이노밸리로 7 (상매동)
280,대구,동구,호스텔,무제여관,박준형 외 1 명,영업중,대구광역시 동구 신암남로 94 (신암동)
281,대구,남구,관광호텔,호텔 더 팔래스,주)호텔 더 팔래스,휴업중,대구 남구 이천로 13 (봉덕동)
282,대구,북구,관광호텔,(주)호텔 인터불고 엑스코,김삼남,영업중,대구 북구 유통단지로 80
283,대구,수성구,관광호텔,호텔인터불고,㈜즐거운세상 인터불고 호텔지점,영업중,대구 수성구 팔현길 212
284,대구,수성구,관광호텔,호텔라온제나,㈜호텔라온제나,영업중,대구 수성구 범어천로 73
285,대구,수성구,관광호텔,호텔수성,㈜호텔수성,영업중,대구 수성구 용학로 106-7
286,대구,수성구,관광호텔,그랜드관광호텔,㈜그랜드관광호텔,영업중,대구 수성구 동대구로 305
287,대구,수성구,관광호텔,호텔아리아나,㈜아리아나,영업중,대구 수성구 동대구로 27
288,대구,달서구,관광호텔,에이더블유호텔,㈜에이더블유호텔,영업중,대구 달서구 성서로 413
289,대구,달서구,관광호텔,크리스탈관광호텔,㈜크리스탈관광호텔,영업중,대구 달서구 달구벌대로 1910
290,대구,달서구,관광호텔,호텔엘리시아,김건훈,영업중,대구 달서구 갈밭남로 45
291,대구,달성군,관광호텔,㈜파라다이스 온천호텔,㈜파라다이스 온천호텔,휴업중,"대구광역시 달성군 논공읍 하리 509번지 외
(달성군 논공읍 약산덧재길 81)"
292,대구,달성군,관광호텔,호텔G,나근숙,영업중,"대구광역시 달성군 구지면 내리 841-7
(달성군 구지면 달성2차동1로 145)"
293,대구,달성군,관광호텔,칸 호텔,김종호,영업중,"대구광역시 달성군 구지면 내리 841-6
(달성군 구지면 달성2차동1로 141)"
294,제주특별자치도,제주시,관광호텔,(주)호텔하니크라운,㈜크라운에셋,영업중,제주시 삼성로 10  (이도일동)
295,제주특별자치도,제주시,관광호텔,제주KAL호텔,㈜칼호텔네트워크,영업중,제주시 중앙로 151  (이도일동) 
296,제주특별자치도,제주시,관광호텔,"글래드호텔앤리조트(주)
메종글래드제주 (구 오라관광㈜메종 글래드 제주)",글래드호텔앤리조트(주),영업중,제주시 노연로 80  (연동)
297,제주특별자치도,제주시,관광호텔,제주썬호텔,㈜지앤엘,휴업중,제주시 삼무로 67  (연동) 
298,제주특별자치도,제주시,관광호텔,제주로얄호텔,(유)형석,영업중,제주시 신대로12길 45 (연동)
299,제주특별자치도,제주시,관광호텔,제주마리나관광호텔,조양개발㈜,영업중,제주시 신대로 45  (연동)
300,제주특별자치도,제주시,관광호텔,제주팔레스호텔,제주팔레스개발㈜,영업중,제주시 탑동로 9(삼도이동)
301,제주특별자치도,제주시,관광호텔,제주서울관광호텔,㈜아라리오,휴업중,제주시 탑동로 5(삼도이동)
302,제주특별자치도,제주시,관광호텔,펄호텔 제주(구 제주펄관광호텔),"강성이, 김석환",영업중,제주시 신대로20길 49  (연동)
303,제주특별자치도,제주시,관광호텔,제주아일랜드호텔리조트,"㈜제주아일랜드
호텔리조트",영업중,제주시 애월읍평화로 2477
304,제주특별자치도,제주시,관광호텔,제주오리엔탈호텔,삼광개발㈜,영업중,제주시 탑동로 47(삼도이동)
305,제주특별자치도,제주시,관광호텔,삼해인관광호텔,나승재,휴업중,제주시 도령로 108  (연동)
306,제주특별자치도,제주시,관광호텔,호텔 스카이파크,㈜아이큐웰,영업중,제주시 삼무로 48(연동)
307,제주특별자치도,제주시,관광호텔,라자관광호텔,㈜러스코,영업중,제주시 연동6길 33  (연동)
308,제주특별자치도,제주시,관광호텔,제주퍼시픽호텔,㈜금자탑,영업중,제주시 서사로 20  (용담일동) 
309,제주특별자치도,제주시,관광호텔,뉴 아일랜드 관광호텔,강숙자,영업중,제주시 연동6길 17 (연동)
310,제주특별자치도,제주시,관광호텔,스타즈호텔 제주 로베로,㈜모두스테이,영업중,제주시 관덕로 26 (삼도이동)
311,제주특별자치도,제주시,관광호텔,제주선샤인호텔,조병규,영업중,제주시 조천읍 신북로 481-9(함덕리)
312,제주특별자치도,제주시,관광호텔,뉴코리아호텔,김대필,영업중,제주시 은남길 37  (연동)
313,제주특별자치도,제주시,관광호텔,메이더호텔,㈜더라임,영업중,제주시 구좌읍 일주동로 1626
314,제주특별자치도,제주시,관광호텔,금룡관광호텔,㈜덕은,영업중,제주시 삼무로 79(연동)
315,제주특별자치도,제주시,관광호텔,코쿤애월,이정윤,영업중,제주시 애월읍 중엄3길 50
316,제주특별자치도,제주시,관광호텔,라마다프라자제주호텔,더케이제주호텔㈜,영업중,제주시 탑동로 66  (삼도이동)
317,제주특별자치도,제주시,관광호텔,오션그랜드호텔,㈜오션그랜드호텔,영업중,제주시 조천읍 조함해안로 490(함덕리)
318,제주특별자치도,제주시,관광호텔,(주)블랙스톤리조트,㈜블랙스톤리조트,영업중,제주시 한림읍 한창로 925-122
319,제주특별자치도,제주시,관광호텔,뉴맨하탄관광호텔,고용관외 1,영업중,제주시 도령로 66(연동)
320,제주특별자치도,제주시,관광호텔,호텔라온제주,라온레저개발(주),영업중,제주시 한림읍 금능남로 127
321,제주특별자치도,제주시,관광호텔,파크사이드관광호텔,㈜에이비씨디리츠,영업중,제주시 도령로 126(연동)
322,제주특별자치도,제주시,관광호텔,애플관광호텔(구. 하이트 관광호텔),㈜제이,영업중,제주시 동광로 45 (이도일동)
323,제주특별자치도,제주시,관광호텔,관광호텔 더레드,임성만,영업중,제주시 동광로6길 10 (이도이동)
324,제주특별자치도,제주시,관광호텔,엠버시티호텔(구.아이비호텔),명양㈜,영업중,제주시 노연로 13(노형동)
325,제주특별자치도,제주시,관광호텔,퓨어스테이호텔,㈜피트,영업중,제주시 신대로 68(연동)
326,제주특별자치도,제주시,관광호텔,호텔루트,(주)에스에듀,영업중,제주시 고마로15길 33(일도이동)
327,제주특별자치도,제주시,관광호텔,올레관광호텔,㈜송우개발,영업중,제주시 서광로 254(삼도일동)
328,제주특별자치도,제주시,관광호텔,로긴호텔(구.호텔오슬로),(주)오슬로,영업중,제주시 서해안로 442-9(용담삼동)
329,제주특별자치도,제주시,관광호텔,엠버호텔,(주)엠버서더,영업중,제주시 삼무로 12(연동)
