관광유형,명칭,우편번호,주소,도시,시군구,위도,경도
관광지,쉰움산,25746,"강원도 동해시 삼화로 584
			",강원도 동해시,강원도 동해시,37.45519384,129.0015692
관광지,대진 등대,24703,"강원도 고성군 현내면 한나루로4길 16-38
			",강원도 고성군,강원도 고성군,38.50378046,128.42879399999998
관광지,감자꽃 스튜디오,25370,"강원도 평창군 평창읍 고길천로 105
			",강원도 평창군,강원도 평창군,37.36885132,128.4388807
관광지,하평해변(강릉),25435,"강원도 강릉시 사천면 진리해변길 155
			",강원도 강릉시,강원도 강릉시,37.84428248,128.8719216
관광지,기미만세공원,25162,"강원도 홍천군 내촌면 물걸리
			",강원도 홍천군,강원도 홍천군,37.78452546,128.1463918
관광지,초곡해수욕장,25937,"강원도 삼척시 근덕면 초곡2길
			",강원도 삼척시,강원도 삼척시,37.31044383,129.2861482
관광지,횡성 산채마을,25261,"강원도 횡성군 둔내면 삽교로 386
			",강원도 횡성군,강원도 횡성군,37.54496654,128.263344
관광지,계족산(영월),26231,"강원도 영월군 영월읍 정양리 451
			",강원도 영월군,강원도 영월군,37.16181516,128.496926
관광지,소이산 생태숲 녹색길,24001,"강원도 철원군 철원읍 금강산로 265(철원읍, 노동당사) 소이산 입구 부근",강원도 철원군,강원도 철원군,38.25299768,127.2017668
관광지,바위그늘유적,24032,"강원도 철원군 갈말읍 군탄리
			",강원도 철원군,강원도 철원군,38.15884119,127.30722379999999
관광지,구문소 (강원고생대 국가지질공원),26048,"강원도 태백시 동태백로 11
			",강원도 태백시,강원도 태백시,37.09499988,129.0395323
관광지,봉수대해변,24747,강원도 고성군 죽왕면 오호리(죽왕면),강원도 고성군,강원도 고성군,38.32280352,128.52800459999997
관광지,수타사계곡,25152,"강원도 홍천군 동면 수타사로 473
			",강원도 홍천군,강원도 홍천군,37.6993651,127.9565338
관광지,비래암 (강원평화지역 국가지질공원),24105,"강원도 화천군 상서면 구운리
			",강원도 화천군,강원도 화천군,38.14651436,127.58011029999999
관광지,바다열차,25909,"강원도 삼척시 수로부인길 542 / 강원도 강릉시 용지로 176 강릉역
			",강원도 삼척시,강원도 삼척시,37.46838165,129.1663179
관광지,남애어촌체험마을,25057,강원도 양양군 현남면 매바위길 127(현남면),강원도 양양군,강원도 양양군,37.9445803,128.7861179
관광지,대관령 관광특구,,"강원도강릉시, 동해시, 삼척시, 횡성군, 평창군 일원",강원도 평창군,강원도 평창군,37.64874874,128.6866416
관광지,광치자연휴양림,24552,"강원도 양구군 국토정중앙면 광치령로1794번길 265
			",강원도 양구군,강원도 양구군,38.14372115,128.07096840000003
관광지,딴산,24109,강원도 화천군 화천읍일원,강원도 화천군,강원도 화천군,38.12302881,127.7606723
관광지,"남애해변(남애1, 3리)",25056,"강원도 양양군 현남면 광진리
			",강원도 양양군,강원도 양양군,37.95333736,128.7729355
관광지,다이나믹 메이즈 (속초점),24800,강원도 속초시 원암학사평길 88(노학동),강원도 속초시,강원도 속초시,38.20553642,128.5173453
관광지,황지연못,26008,강원도 태백시 황지연못길 12(황지동),강원도 태백시,강원도 태백시,37.17276224,128.9910509
관광지,막동계곡,25338,"강원도 평창군 진부면 오대천로
			",강원도 평창군,강원도 평창군,37.53728151,128.5651392
관광지,가진해변,,"강원도 고성군 죽왕면 가진리 495-6
			",강원도 고성군,강원도 고성군,38.44285752,128.4546325
관광지,안인해변(안인해수욕장),25626,"강원도 강릉시 강동면 안인진리
			",강원도 강릉시,강원도 강릉시,37.73431141,128.9904199
관광지,공지천(황금비늘테마거리),24238,강원도 춘천시 이디오피아길 25(근화동),강원도 춘천시,강원도 춘천시,37.87464845,127.7094955
관광지,삼포해변,24750,"강원도 고성군 죽왕면 삼포해변길 15-4
			",강원도 고성군,강원도 고성군,38.31494902,128.5354263
관광지,춘천 명동 닭갈비 골목,24353,"강원도 춘천시 명동길 9
			",강원도 춘천시,강원도 춘천시,37.87956766,127.72760759999998
관광지,팔봉산관광지,25101,"강원도 홍천군 서면 한치골길 1124
			",강원도 홍천군,강원도 홍천군,37.70305424,127.69511299999999
관광지,DMZ 생태평화공원,24053,강원도 철원군 김화읍 생창길 481-1(김화읍),강원도 철원군,강원도 철원군,38.28123788,127.45130420000001
관광지,강릉 솔향수목원,25622,"강원도 강릉시 구정면 수목원길 156
			",강원도 강릉시,강원도 강릉시,37.69791589,128.861741
관광지,산속호수마을,24110,강원도 화천군 화천읍 호음로 806(화천읍),강원도 화천군,강원도 화천군,38.12645952,127.79004180000001
관광지,송지호관망타워,24747,"강원도 고성군 죽왕면 동해대로 6021
			",강원도 고성군,강원도 고성군,38.33599066,128.51737179999998
관광지,사근진해변(사근진해수욕장),25459,강원도 강릉시 안형동(안현동),강원도 강릉시,강원도 강릉시,37.81358375,128.8972148
관광지,구봉산 전망대 카페거리,24212,강원도 춘천시 동면 순환대로 1154-113(동면),강원도 춘천시,강원도 춘천시,37.89281704,127.7767
관광지,고원통계곡,24608,"강원도 인제군 서화면 서흥리
			",강원도 인제군,강원도 인제군,38.21295085,128.1578056
관광지,홍천 은행나무숲,25170,"강원도 홍천군 내면 광원리 686-4
			",강원도 홍천군,강원도 홍천군,37.83218723,128.47073329999998
관광지,소양강 하안단구 (강원평화지역 국가지질공원),24613,"강원도 인제군 북면 둔지말길 43-6
			",강원도 인제군,강원도 인제군,38.13140859,128.210956
관광지,두타연 (강원평화지역 국가지질공원),24501,"강원도 양구군 방산면 두타연로 297
			",강원도 양구군,강원도 양구군,38.24684076,127.981715
관광지,용화산 (강원평화지역 국가지질공원),24141,"강원도 화천군 하남면 삼화리
			",강원도 화천군,강원도 화천군,38.04829276,127.74377609999999
관광지,동명항,24824,"강원도 속초시 영금정로 50
			",강원도 속초시,강원도 속초시,38.21141511,128.59981820000002
관광지,강릉 통일공원,25626,"강원도 강릉시 강동면 율곡로 1616
			",강원도 강릉시,강원도 강릉시,37.72204911,128.9990862
관광지,용화해변,25938,"강원도 삼척시 근덕면 용화리
			",강원도 삼척시,강원도 삼척시,37.29072696,129.30202509999998
관광지,염전해변,25620,"강원도 강릉시 강동면 염전길 171
			",강원도 강릉시,강원도 강릉시,37.74184374,128.9833648
관광지,소노벨 비발디파크 오션월드,25102,"강원도 홍천군 서면 한치골길 262
			",강원도 홍천군,강원도 홍천군,37.65239053,127.6873541
관광지,팔석정,25310,강원도 평창군 봉평면 쉴바위길 33-11(봉평면) 부근,강원도 평창군,강원도 평창군,37.60075389,128.3759488
관광지,평화의댐(화천),24110,"강원도 화천군 화천읍 평화로 3481-18
			",강원도 화천군,강원도 화천군,38.21328095,127.8435842
관광지,강릉 명주동 거리,25538,"강원도 강릉시 명주동
			",강원도 강릉시,강원도 강릉시,37.75113811,128.8927254
관광지,치악산자연휴양림,26504,강원도 원주시 판부면 휴양림길 66(판부면),강원도 원주시,강원도 원주시,37.25627054,128.0316817
관광지,도피안사(철원),24010,"강원도 철원군 동송읍 도피동길 23
			",강원도 철원군,강원도 철원군,38.24030503,127.2182963
관광지,강원도 탄광문화촌,26209,"강원도 영월군 북면 밤재로 351
			",강원도 영월군,강원도 영월군,37.26313626,128.4669118
관광지,도직해변,25635,"강원도 강릉시 옥계면 도직리
			",강원도 강릉시,강원도 강릉시,37.60934125,129.0676585
관광지,만산동계곡,24105,"강원도 화천군 상서면 만산동로 406-38
			",강원도 화천군,강원도 화천군,38.14312272,127.5603456
관광지,대성산지구 전적비,24104,"강원 화천군 상서면 다목리 산1-1
			",강원도 화천군,강원도 화천군,38.17751556,127.5405936
관광지,삽슬봉(아이스크림 고지),24023,"강원도 철원군 동송읍 양지리 산 31
			",강원도 철원군,강원도 철원군,38.26510575,127.2640885
관광지,어달해변,25708,강원도 동해시 어달동(어달동),강원도 동해시,강원도 동해시,37.5691024,129.1164221
관광지,의암스카이워크,,"강원도 춘천시 칠전동 485
			",강원도 춘천시,강원도 춘천시,37.84716221,127.67996570000001
관광지,부남해변,25935,"강원도 삼척시 근덕면 부남해변길
			",강원도 삼척시,강원도 삼척시,37.36114843,129.25142749999998
관광지,주문진해변,25404,강원도 강릉시 주문진읍 주문북로 210(주문진읍),강원도 강릉시,강원도 강릉시,37.91063487,128.8188494
관광지,기우산(정선),26135,"강원도 정선군 정선읍 용담길 102-22
			",강원도 정선군,강원도 정선군,37.358951399999995,128.6746431
관광지,숙암계곡,26100,강원도 정선군 북평면 단임길숙암리 일대,강원도 정선군,강원도 정선군,37.48571292,128.5892831
관광지,궁촌해변(궁촌해수욕장),25937,"강원도 삼척시 근덕면 궁촌해변길 65
			",강원도 삼척시,강원도 삼척시,37.3243002,129.2671939
관광지,지경리해변,25058,"강원도 양양군 현남면 동해대로 62
			",강원도 양양군,강원도 양양군,37.92046398,128.8032172
관광지,점봉산,24643,"강원도 인제군 인제읍 한석산로 2221-101
			",강원도 인제군,강원도 인제군,38.03553653,128.36216470000002
관광지,국립횡성숲체원,25261,강원도 횡성군 둔내면 청태산로 777(둔내면),강원도 횡성군,강원도 횡성군,37.53727343,128.2867116
관광지,동구래마을,24145,"강원도 화천군 하남면 호수길 329
			",강원도 화천군,강원도 화천군,38.04102267,127.66388640000001
관광지,모둘자리 힐링체험마을,25167,강원도 홍천군 서석면 검산길 147-19(서석면),강원도 홍천군,강원도 홍천군,37.71191603,128.2305364
관광지,이기붕별장,24710,"강원도 고성군 거진읍 화진포길 300-1
			",강원도 고성군,강원도 고성군,38.47462853,128.44011609999998
관광지,평창 스키점프 전망대,25351,"강원도 평창군 대관령면 솔봉로 325
			",강원도 평창군,강원도 평창군,37.66025824,128.6720676
관광지,천곡천연동굴 자연학습체험공원,25775,강원도 동해시 동굴로 50(천곡동),강원도 동해시,강원도 동해시,37.51757211,129.1105047
관광지,청간해변,24758,강원도 고성군 토성면 청간리(토성면),강원도 고성군,강원도 고성군,38.26561634,128.5590702
관광지,송정해변(송정해수욕장),25559,"강원도 강릉시 송정길30번안길 20-3
			",강원도 강릉시,강원도 강릉시,37.77686936,128.9380761
관광지,내평계곡,25936,"강원도 삼척시 근덕면 내평길
			",강원도 삼척시,강원도 삼척시,37.32634615,129.21445409999998
관광지,정동진해변,25631,강원도 강릉시 강동면 정동역길 17(강동면),강원도 강릉시,강원도 강릉시,37.69144775,129.0326591
관광지,주문진 등대,25411,"강원도 강릉시 주문진읍 옛등대길 24-7
			",강원도 강릉시,강원도 강릉시,37.89767278,128.83378729999998
관광지,남애항,25057,"강원도 양양군 현남면 매바위길 138
			",강원도 양양군,강원도 양양군,37.94494694,128.78716229999998
관광지,삼척 궁촌리 음나무,25937,"강원도 삼척시 근덕면 궁촌2길 58
			",강원도 삼척시,강원도 삼척시,37.31448177,129.2614642
관광지,용화마을,25938,"강원도 삼척시 근덕면 용화해변길 23(근덕면, 해양레일바이크) 일대",강원도 삼척시,강원도 삼척시,37.28970768,129.3046027
관광지,김화군민 망향탑,,"강원 철원군 근남면 사곡리 1276-1
			",강원도 철원군,강원도 철원군,38.25980435,127.4550656
관광지,한섬해변&한섬감성바닷길,25753,강원도 동해시 한섬해안길 9(천곡동),강원도 동해시,강원도 동해시,37.52121079999999,129.1217703
관광지,남이섬,24464,"강원도 춘천시 남산면 남이섬길 1
			",강원도 춘천시,강원도 춘천시,37.790116,127.52610359999998
관광지,육향산,25925,"강원도 삼척시 새천년도로 16(정상동, 정라동주민센터) 부근",강원도 삼척시,강원도 삼척시,37.43565522,129.1844784
관광지,팔봉산(홍천),25101,"강원도 홍천군 서면 한치골길 1124
			",강원도 홍천군,강원도 홍천군,37.70307368,127.69517409999999
관광지,대금굴 (대이리 동굴지대),25942,"강원도 삼척시 신기면 환선로 800
			",강원도 삼척시,강원도 삼척시,37.32595353,129.02057140000002
관광지,원평해수욕장,25937,"강원도 삼척시 근덕면 궁촌길 628-22
			",강원도 삼척시,강원도 삼척시,37.300430799999994,129.27155530000002
관광지,삼부연폭포 (한탄강 국가지질공원),24042,"강원도 철원군 갈말읍 신철원리
			",강원도 철원군,강원도 철원군,38.1401993,127.3276947
관광지,장사(사진)마을,24804,"강원도 속초시 장사항해안길 58
			",강원도 속초시,강원도 속초시,38.22672143,128.5880299
관광지,거진11리해변,24713,강원 고성군 거진읍 거진리(거진읍),강원도 고성군,강원도 고성군,38.44872626,128.4536129
관광지,솔내음 평창 먹을거리촌,25312,"강원도 평창군 용평면 운두령로 500-11
			",강원도 평창군,강원도 평창군,37.67225564,128.46450259999997
관광지,상맹방해변,25932,"강원도 삼척시 근덕면 상맹방길
			",강원도 삼척시,강원도 삼척시,37.40241792,129.2122186
관광지,춘천김정은가옥,24412,강원도 춘천시 신동면 솟발1길 44(신동면),강원도 춘천시,강원도 춘천시,37.84497171,127.72900020000002
관광지,속초해수욕장,24886,강원도 속초시 해오름로 190(조양동),강원도 속초시,강원도 속초시,38.19057591,128.6019936
관광지,망상해변,25700,강원도 동해시 동해대로 6270-10(망상동),강원도 동해시,강원도 동해시,37.59226865,129.089671
관광지,아우라지,26106,"강원도 정선군 여량면 아우라지길 69
			",강원도 정선군,강원도 정선군,37.47583054,128.7239879
관광지,육담폭포,24903,강원도 속초시 설악산로 1065-129(설악동),강원도 속초시,강원도 속초시,38.1679655,128.5025117
관광지,태백 추전역,26003,"강원도 태백시 싸리밭길 47-63
			",강원도 태백시,강원도 태백시,37.20013884,128.9494399
관광지,금당계곡,25357,"강원도 평창군 대화면 금당계곡로 766-2
			",강원도 평창군,강원도 평창군,37.48246236,128.3942007
관광지,한재밑해변,25932,"강원도 삼척시 근덕면
			",강원도 삼척시,강원도 삼척시,37.40806713,129.20500239999998
관광지,대진마을,25707,강원도 동해시 대진항길 46(대진동),강원도 동해시,강원도 동해시,37.58185917,129.11159709999998
관광지,강원참숯,25258,"강원도 횡성군 갑천면 정포로 327
			",강원도 횡성군,강원도 횡성군,37.52922365,128.1016119
관광지,무릉계곡 용추폭포(강원),25746,강원도 동해시 삼화로 538(삼화동),강원도 동해시,강원도 동해시,37.46344879,129.01936740000002
관광지,천진해변,24764,강원도 고성군 토성면(토성면),강원도 고성군,강원도 고성군,38.25703404,128.5606703
관광지,거진1리해변,24712,강원도 고성군 거진읍 거진1리(거진읍),강원도 고성군,강원도 고성군,38.44084943,128.4547464
관광지,낙산사,25008,"강원도 양양군 강현면 낙산사로 100
			",강원도 양양군,강원도 양양군,38.12485627,128.6273545
관광지,하맹방해변,25932,"강원도 삼척시 근덕면 하맹방길
			",강원도 삼척시,강원도 삼척시,37.39357753,129.2256955
관광지,춘천지구 전적비(춘천지구 전적기념관),24239,강원도 춘천시 수변공원길 45(삼천동),강원도 춘천시,강원도 춘천시,37.87392345,127.70490149999999
관광지,모래시계공원,25631,"강원도 강릉시 강동면 헌화로 990-1
			",강원도 강릉시,강원도 강릉시,37.68716778,129.03755049999998
관광지,삼탄아트마인,26157,"강원도 정선군 고한읍 함백산로 1445-44
			",강원도 정선군,강원도 정선군,37.18510597,128.8836435
관광지,간현관광지,26359,강원도 원주시 지정면 소금산길 26(지정면),강원도 원주시,강원도 원주시,37.36507927,127.83226040000001
관광지,수항계곡,25337,"강원도 평창군 진부면 오대천로
			",강원도 평창군,강원도 평창군,37.55751806,128.565272
관광지,구룡사,26304,"강원도 원주시 소초면 구룡사로 500
			",강원도 원주시,강원도 원주시,37.39950434,128.0498676
관광지,청간정,24758,"강원도 고성군 토성면 동해대로 5110
			",강원도 고성군,강원도 고성군,38.26446646,128.5583925
관광지,동송저수지,24009,"강원도 철원군 동송읍 강산리
			",강원도 철원군,강원도 철원군,38.306431599999996,127.2714922
관광지,원대리 자작나무 숲 (속삭이는 자작나무 숲),24639,"강원도 인제군 인제읍 자작나무숲길 760
			",강원도 인제군,강원도 인제군,38.00926693,128.1943057
관광지,화천 백립암복합체 (강원평화지역 국가지질공원),24110,"강원도 화천군 화천읍 평화로 2393
			",강원도 화천군,강원도 화천군,38.18986341,127.7993307
관광지,삼척해변,25909,강원도 삼척시 테마타운길 76(갈천동),강원도 삼척시,강원도 삼척시,37.46848168,129.1683622
관광지,낙산도립공원,25009,"강원도 양양군 강현면 일출로 42
			",강원도 양양군,강원도 양양군,38.11610181,128.6313822
관광지,남항진해변(남항진해수욕장),25617,강원도 강릉시 공항길127번길 67(남항진동),강원도 강릉시,강원도 강릉시,37.76390729,128.95438059999998
관광지,세렴폭포,26304,"강원도 원주시 소초면 구룡사로 427(소초면, 구룡사매표소)",강원도 원주시,강원도 원주시,37.39971265,128.0500259
관광지,삼척 맹방 유채밭,245-833,"강원도 삼척시 근덕면 상맹방리 216-2
			",강원도 삼척시,강원도 삼척시,37.40255393,129.2079996
관광지,대교천 현무암 협곡 (한탄강 국가지질공원),24023,"강원도 철원군 동송읍 장흥리
			",강원도 철원군,강원도 철원군,38.18321843,127.28199209999998
관광지,용평리조트,25352,"강원도 평창군 대관령면 올림픽로 715
			",강원도 평창군,강원도 평창군,37.64843764,128.685525
관광지,방동리 고구려고분,24460,강원도 춘천시 서면 신숭겸로 272-21(서면) 일대,강원도 춘천시,강원도 춘천시,37.90329423,127.6616712
관광지,판대천,220-824,"강원 원주시 지정면 판대리
			",강원도 원주시,강원도 원주시,37.36635379,127.81428429999998
관광지,청령포 (강원고생대 국가지질공원),26226,"강원도 영월군 영월읍 청령포로 133
			",강원도 영월군,강원도 영월군,37.17749576,128.4477939
관광지,문암2리해변,24752,강원도 고성군 죽왕면(죽왕면),강원도 고성군,강원도 고성군,38.29799566,128.5465648
관광지,"장호해수욕장(장호항, 장호해변)",25938,"강원도 삼척시 근덕면 장호리
			",강원도 삼척시,강원도 삼척시,37.28554723,129.3139909
관광지,목우산,26243,"강원도 영월군 중동면 응고개길 169-2
			",강원도 영월군,강원도 영월군,37.1370162,128.6939286
관광지,초도해변,24706,강원도 고성군 현내면 초도항길(현내면),강원도 고성군,강원도 고성군,38.48970994,128.4315053
관광지,미산계곡,24666,"강원도 인제군 상남면 내린천로 1712
			",강원도 인제군,강원도 인제군,37.86846615,128.3151962
관광지,두루미평화마을,24000,"강원도 철원군 철원읍 묘장로 301
			",강원도 철원군,강원도 철원군,38.26481514,127.16915559999998
관광지,영랑호,24806,강원도 속초시 영랑호반길 140(금호동),강원도 속초시,강원도 속초시,38.21422275,128.5807504
관광지,동산포해변,25053,"강원도 양양군 현남면 동해대로 912
			",강원도 양양군,강원도 양양군,37.9820698,128.7558001
관광지,정선아리랑열차(A-train),26106,"강원도 정선군 여량면 여량6길 17
			",강원도 정선군,강원도 정선군,37.47285584,128.7220604
관광지,반암해변,24723,"강원도 고성군 거진읍
			",강원도 고성군,강원도 고성군,38.42150184,128.4628018
관광지,경포도립공원,25460,"강원도 강릉시 사천면 산284-1
			",강원도 강릉시,강원도 강릉시,37.82740128,128.8807686
관광지,삼척 너와마을,25952,"강원도 삼척시 도계읍 문의재로 1113
			",강원도 삼척시,강원도 삼척시,37.1837942,129.1293966
관광지,서강,26212,"강원도 영월군 한반도면 옹정리
			",강원도 영월군,강원도 영월군,37.21559236,128.352879
관광지,춘천댐,200-823,"강원 춘천시 서면 오월리
			",강원도 춘천시,강원도 춘천시,37.973666200000004,127.6407433
관광지,강릉 대도호부 관아,25534,강원도 강릉시 임영로131번길 6(용강동),강원도 강릉시,강원도 강릉시,37.75327674,128.8921226
관광지,강릉 오죽헌,25465,"강원도 강릉시 율곡로3139번길 24
			",강원도 강릉시,강원도 강릉시,37.77876518,128.8776815
관광지,횡계 오삼불고기 거리,25344,"강원도 평창군 대관령면 대관령로 97
			",강원도 평창군,강원도 평창군,37.67257694,128.7073557
관광지,임원해변,25956,"강원도 삼척시 원덕읍 임원리
			",강원도 삼척시,강원도 삼척시,37.22311048,129.3408349
관광지,신남해변,245-800,"강원 삼척시 원덕읍
			",강원도 삼척시,강원도 삼척시,37.26573032,129.3269348
관광지,청초호 둘레길,24854,"강원도 속초시 엑스포로 140
			",강원도 속초시,강원도 속초시,38.19694145,128.5820425
관광지,국립 삼봉자연휴양림,25170,"강원도 홍천군 내면 삼봉휴양길 276
			",강원도 홍천군,강원도 홍천군,37.85213473,128.4608697
관광지,산천어커피박물관,24121,"강원도 화천군 화천읍 상승로2길 21
			",강원도 화천군,강원도 화천군,38.10596307,127.70372250000001
관광지,선바위산(영월),26248,"강원도 영월군 상동읍 선바위길 246
			",강원도 영월군,강원도 영월군,37.15306371,128.8053654
관광지,국립 용대자연휴양림,252-820,"강원도 인제군 북면 용대리 연화동길
			",강원도 인제군,강원도 인제군,38.21823377,128.31310520000002
관광지,감악산(원주),27108,"강원도 원주시 신림면 황둔리
			",강원도 원주시,강원도 원주시,37.23303098,128.1500301
관광지,평창향교,25374,강원도 평창군 평창읍 향교길 148(평창읍),강원도 평창군,강원도 평창군,37.37195284,128.3913293
관광지,남대천,,"강원도 양양군 양양읍 월리 553
			",강원도 양양군,강원도 양양군,38.06536013,128.6128188
관광지,박경리문학공원,26490,강원도 원주시 토지길 1(단구동),강원도 원주시,강원도 원주시,37.32221992,127.95953349999999
관광지,횡성 풍수원천주교회(풍수원성당),25200,강원도 횡성군 서원면 경강로유현1길 30(서원면),강원도 횡성군,강원도 횡성군,37.52921281,127.81866240000001
관광지,순긋해변,25459,강원도 강릉시 해안로 682-5(안현동),강원도 강릉시,강원도 강릉시,37.81681941,128.8931261
관광지,북분해수욕장,215-842,"강원 양양군 현남면 북분리
			",강원도 양양군,강원도 양양군,37.98693024,128.7500032
관광지,담정관광농원,25628,"강원도 강릉시 강동면 단경로
			",강원도 강릉시,강원도 강릉시,37.64562587,128.9212483
관광지,사천해변(사천해수욕장),25440,"강원도 강릉시 사천면 사천진리 산 282-1
			",강원도 강릉시,강원도 강릉시,37.82914824,128.8777244
관광지,공현진1리해변,24745,"강원도 고성군 죽왕면
			",강원도 고성군,강원도 고성군,38.35084435,128.5106303
관광지,애견전용해수욕장 멍비치,25056,강원도 양양군 현남면 광진리 78-20(현남면),강원도 양양군,강원도 양양군,37.95605922,128.7706162
관광지,교암해변,24755,강원도 고성군 토성면(토성면),강원도 고성군,강원도 고성군,38.29091316,128.54717050000002
관광지,동산해수욕장,25053,"강원도 양양군 현남면 동산큰길 84-54
			",강원도 양양군,강원도 양양군,37.98146717,128.759572
관광지,붕어섬,24131,"강원도 화천군 화천읍 강변로 2-54
			",강원도 화천군,강원도 화천군,38.10073855,127.69701210000001
관광지,산타우체국,24120,"강원도 화천군 화천읍 산수화로 10
			",강원도 화천군,강원도 화천군,38.10714908,127.706
관광지,외옹치해변,24900,"강원도 속초시 대포동 596-2
			",강원도 속초시,강원도 속초시,38.18217144,128.6075712
관광지,마차진해변,24706,강원도 고성군 현내면(현내면),강원도 고성군,강원도 고성군,38.51112664,128.41915020000002
관광지,덕산해변,25934,"강원도 삼척시 근덕면 덕산해변길 114
			",강원도 삼척시,강원도 삼척시,37.38586761,129.240961
관광지,갈천약수터,25040,"강원도 양양군 서면 구룡령로 1103-66
			",강원도 양양군,강원도 양양군,37.90589319,128.50290859999998
관광지,대진1리해변,24703,"강원도 고성군 현내면 한나루로4길 1
			",강원도 고성군,강원도 고성군,38.50338874,128.42368059999998
관광지,소양호(인제),24668,"강원도 인제군 남면 원남로 133
			",강원도 인제군,강원도 인제군,38.01518192,128.14220749999998
관광지,연곡해변(연곡해수욕장),25431,"강원도 강릉시 연곡면 해안로 1282
			",강원도 강릉시,강원도 강릉시,37.859916399999996,128.852048
관광지,주문진항,25413,"강원도 강릉시 주문진읍 해안로 1758-22
			",강원도 강릉시,강원도 강릉시,37.88764331,128.8299019
관광지,노봉해변,25700,강원도 동해시 망상동(망상동),강원도 동해시,강원도 동해시,37.58635287,129.1002341
관광지,용연동굴 (강원고생대 국가지질공원),26003,"강원도 태백시 태백로 283-29
			",강원도 태백시,강원도 태백시,37.20893213,128.9418876
관광지,고씨굴 (강원고생대 국가지질공원),26245,"강원도 영월군 김삿갓면 영월동로 1117
			",강원도 영월군,강원도 영월군,37.13074446,128.5353791
관광지,고고산,26136,"강원도 정선군 신동읍 고림길
			",강원도 정선군,강원도 정선군,37.22310979,128.58546909999998
관광지,토교저수지(철새도래지),24009,"강원도 철원군 동송읍 양지길 117
			",강원도 철원군,강원도 철원군,38.28422065,127.28987169999999
관광지,덕풍계곡,25955,"강원도 삼척시 가곡면 덕풍길 44
			",강원도 삼척시,강원도 삼척시,37.12226849,129.15835420000002
관광지,고로쇠마을,24666,"강원도 인제군 상남면 미산리
			",강원도 인제군,강원도 인제군,37.872177,128.3240509
관광지,화천 비목공원,24110,"강원도 화천군 화천읍 평화로 3481-70
			",강원도 화천군,강원도 화천군,38.21288657,127.84430079999998
관광지,자작도해변,24752,강원도 고성군 죽왕면 자작도선사길(죽왕면),강원도 고성군,강원도 고성군,38.30948313,128.5428564
관광지,효석 달빛언덕,25304,"강원도 평창군 봉평면 효석문학길 54
			",강원도 평창군,강원도 평창군,37.61217184,128.36692150000002
관광지,화진포해수욕장,24710,"강원도 고성군 현내면 화진포길 386
			",강원도 고성군,강원도 고성군,38.48226367,128.43619679999998
관광지,옥계해변,25633,"강원도 강릉시 옥계면 금진솔밭길 104-32
			",강원도 강릉시,강원도 강릉시,37.628063700000006,129.04807079999998
관광지,흥정계곡,25300,"강원도 평창군 봉평면 흥정계곡길 62
			",강원도 평창군,강원도 평창군,37.62707261,128.35184740000003
관광지,수타사,25152,"강원도 홍천군 영귀미면 수타사로 473
			",강원도 홍천군,강원도 홍천군,37.69872356,127.9592114
관광지,을지전망대,24562,강원도 양구군 해안면 후리 621후리 621,강원도 양구군,강원도 양구군,38.2901916,128.1452571
관광지,인제 황태마을,24605,강원도 인제군 북면 진부령로 307(북면) 일대,강원도 인제군,강원도 인제군,38.23554934,128.3610919
관광지,설악산 울산바위,24903,"강원도 속초시 설악산로 1091
			",강원도 속초시,강원도 속초시,38.18693482,128.4664783
관광지,신대계곡,25255,"강원도 횡성군 청일면 청일로779번길 117
			",강원도 횡성군,강원도 횡성군,37.59265184,128.2184022
관광지,사명산,255-803,"강원 양구군 양구읍 월명리,웅진리,수인리 일원",강원도 양구군,강원도 양구군,38.07724244,127.9061993
관광지,사천진해변(사천뒷불해수욕장),25435,"강원도 강릉시 사천면 진리해변길 111
			",강원도 강릉시,강원도 강릉시,37.84122457,128.87534920000002
관광지,홀로세 생태학교,25257,"강원도 횡성군 갑천면 갑천로690번길 156
			",강원도 횡성군,강원도 횡성군,37.52567497,128.150077
관광지,문암해변,25937,"강원도 삼척시 근덕면 초곡길 340
			",강원도 삼척시,강원도 삼척시,37.30900515,129.2883702
관광지,송지호 해수욕장,24747,강원도 고성군 죽왕면 심층수길 85(죽왕면),강원도 고성군,강원도 고성군,38.33150803,128.5265072
관광지,화진포(화진포호),24710,"강원도 고성군 거진읍
			",강원도 고성군,강원도 고성군,38.46570173,128.4367778
관광지,화암동굴 (강원고생대 국가지질공원),26116,"강원도 정선군 화암면 화암동굴길 12
			",강원도 정선군,강원도 정선군,37.35081845,128.7905635
관광지,오대산 소금강계곡,25400,"강원도 강릉시 연곡면 삼산리
			",강원도 강릉시,강원도 강릉시,37.8306549,128.65762469999999
관광지,금진해변,25633,"강원도 강릉시 옥계면 헌화로 271
			",강원도 강릉시,강원도 강릉시,37.63957617,129.0435125
관광지,고석정국민관광지,24023,"강원도 철원군 동송읍 태봉로 1825
			",강원도 철원군,강원도 철원군,38.18602653,127.28692209999998
관광지,진부령 흘리마을,24742,"강원도 고성군 간성읍 흘리길 185
			",강원도 고성군,강원도 고성군,38.26487118,128.3741426
관광지,곡운구곡 (강원평화지역 국가지질공원),24161,"강원도 화천군 사내면 용담리
			",강원도 화천군,강원도 화천군,38.05326058,127.5387169
관광지,이승만별장(고성),24707,"강원도 고성군 현내면 이승만별장길 33
			",강원도 고성군,강원도 고성군,38.47098444,128.43628049999998
